Part,Division,Subdivision,Clause,Clause Title,Start Page,End Page,Full Reference,Type,Text
Part 3—Owner-builders,Division 2—Certificates of consent,,21,Register of certificates of consent,38,39,Part 3—Owner-builders > Division 2—Certificates of consent > 21,Clause,"Authorised by the Chief Parliamentary Counsel 
Part 3—Owner-builders 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
22 
  
 
(a) the date of issue of the certificate; 
 
(b) a description of the proposed domestic 
building work to which the certificate 
relates; 
 
(c) the address of the land on which the 
domestic building work to which the 
certificate relates is to be carried out; 
 
(d) details of the cost of the proposed domestic 
building work; 
 
(e) an identification number of the certificate; 
 
(f) the name, address, telephone number and 
ABN, ACN or ARBN (if applicable) of each 
owner of the land; 
 
(g) if the applicant is not an owner of the land, 
the name, address, telephone number and 
ABN, ACN or ARBN (if applicable) of the 
applicant; 
 
(h) if an owner of the land is a body corporate, 
the names of all the directors of the body 
corporate; 
 
(i) if the land is subject to a trust, the name of 
that trust and the names of all the trustees of 
that trust. 
 
21 Register of certificates of consent 
For the purposes of section 25H(2) of the Act, 
the register of certificates of consent kept by 
the Registrar of the Authority must contain 
the following information in relation to each 
certificate of consent issued⎯ 
 
(a) the date of issue of the certificate; 
 
(b) the identification number of the certificate; 
 
(c) the address of the land to which the 
certificate relates;"
Part 3—Owner-builders,Division 2—Certificates of consent,,22,Publication of information kept on the register of certificates of consent,39,40,Part 3—Owner-builders > Division 2—Certificates of consent > 22,Clause,"Authorised by the Chief Parliamentary Counsel 
Part 3—Owner-builders 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
23 
  
 
(d) the name, address, telephone number and 
ABN, ACN or ARBN (if applicable) of each 
owner of the land; 
 
(e) the description of the proposed domestic 
building work to be carried out on the land; 
 
(f) if the applicant for the certificate is not 
an owner of the land, the name, address, 
telephone number and ABN, ACN or 
ARBN (if applicable) of the applicant; 
 
(g) if an owner of the land is a body corporate, 
the names of all the directors of the body 
corporate; 
 
(h) if the land is subject to a trust, the name of 
the trust and the names of all the trustees of 
the trust. 
 
22 Publication of information kept on the register of 
certificates of consent 
 
(1) For the purposes of section 25H(3) of the Act, the 
Authority may publish on the Authority's website 
the following information that is kept on the 
register of certificates of consent in relation to 
each certificate of consent issued— 
 
(a) the date of issue of the certificate; 
 
(b) the identification number of the certificate; 
 
(c) a description of the proposed domestic 
building work to which the certificate 
relates; 
 
(d) the address of the land on which the 
domestic building work to which the 
certificate relates is to be carried out. 
 
(2) The Authority may publish the information 
under subregulation (1) relating to a certificate of 
consent issued in the previous 10 years."
Part 4—Building permits,,,,Part 4—Building permits,40,40,Part 4—Building permits,Part,
Part 4—Building permits,Division 1—Exemptions,,,Division 1—Exemptions,40,40,Part 4—Building permits > Division 1—Exemptions,Division,
Part 4—Building permits,Division 1—Exemptions,,23,Exemptions from building permits,40,40,Part 4—Building permits > Division 1—Exemptions > 23,Clause,
Part 4—Building permits,Division 2—Applications for building permits,,,Division 2—Applications for building permits,40,40,Part 4—Building permits > Division 2—Applications for building permits,Division,
Part 4—Building permits,Division 2—Applications for building permits,,24,Applications for building permits,40,41,Part 4—Building permits > Division 2—Applications for building permits > 24,Clause,"Authorised by the Chief Parliamentary Counsel 
Part 4—Building permits 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
24 
  
Part 4—Building permits 
Division 1—Exemptions 
 
23 Exemptions from building permits 
A building permit is not required under the Act 
for the buildings and building work specified in 
column 2 of the Table in Schedule 3. 
Division 2—Applications for building permits 
 
24 Applications for building permits 
 
(1) An application for a building permit must be in 
the form of Form 1. 
 
(2) For the purposes of clause 1(a) of Schedule 2 
to the Act, the prescribed information to be 
contained in the application is the information 
set out in Form 1. 
 
(3) For the purposes of clause 1(b) of Schedule 2 
to the Act, the documents to accompany the 
application are— 
 
(a) the documents set out in Form 1 to 
accompany the application; and 
 
(b) subject to regulation 27, the documents 
required under regulations 25, 26 and 28. 
 
(4) An application for a building permit must contain 
sufficient information to show that the proposed 
building work will comply with the Act and these 
Regulations."
Part 4—Building permits,Division 2—Applications for building permits,,25,Application for permit to construct or alter building,41,43,Part 4—Building permits > Division 2—Applications for building permits > 25,Clause,"Authorised by the Chief Parliamentary Counsel 
Part 4—Building permits 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
25 
  
 
25 Application for permit to construct or alter building 
 
(1) An application for a building permit to construct 
or alter a building must be accompanied by the 
following— 
 
(a) a copy of any planning permit relating to the 
proposed building work to which the permit 
application applies; 
 
(b) drawings showing the plan at each floor 
level, elevations, sections, dimensions and 
the sizes and locations of structural members 
to a scale of not less than 1:100, together 
with any details that are necessary to show 
compliance to a scale of not less than 1:20, 
or to other approved scales; 
 
(c) specifications describing materials and 
methods to be used in the construction or 
alteration; 
 
(d) allotment plans to a scale of not less than 
1:500 or other approved scales, showing the 
matters set out in subregulation (2); 
 
(e) a statement of the use or proposed use of all 
buildings shown on allotment plans; 
 
(f) a copy of any computations or reports 
necessary to demonstrate that the building 
and building work will, if constructed in 
accordance with the computations and 
reports, comply with the Act and these 
Regulations; 
 
(g) if the application is for a building permit to 
alter an existing building, copies of drawings 
and allotment plans that clearly differentiate 
between the existing building and the 
proposed building work for which the  
permit is sought. 
 
 
Authorised by the Chief Parliamentary Counsel 
Part 4—Building permits 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
26 
  
 
(2) The following matters are to be shown on an 
allotment plan— 
 
(a) the boundaries and dimensions of the 
allotment and any easements that are 
relevant to the proposed building work; 
 
(b) the distance to the nearest intersecting street; 
 
(c) the position and dimensions of the proposed 
building and its relationship to— 
 
(i) the boundaries of the allotment; and 
 
(ii) any existing building on the allotment; 
and 
 
(iii) any part of a building or land on an 
adjoining allotment if necessary to 
show compliance with the Act and 
these Regulations; 
 
(d) the levels of the allotment, floors of 
the building, street drainage channel and 
stormwater drain; 
 
(e) the layout of drains to the point of discharge 
on the allotment together with details 
necessary to show compliance with the 
Act and these Regulations; 
 
(f) the location, dimensions and area of 
impermeable surfaces covering the 
allotment if necessary for the purposes 
of regulation 77; 
 
(g) the location and dimensions of car parking 
spaces for the purposes of regulation 78; 
 
(h) the location, dimensions and area of private 
open space for the purposes of regulation 86 
or regulation 86A. 
 
 
Reg. 25(2)(h) 
amended by 
S.R. No. 
132/2023 
reg. 7."
Part 4—Building permits,Division 2—Applications for building permits,,26,Application for permit to demolish or remove building,43,44,Part 4—Building permits > Division 2—Applications for building permits > 26,Clause,"Authorised by the Chief Parliamentary Counsel 
Part 4—Building permits 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
27 
  
 
(3) An application for a building permit to construct 
or alter a building must also be accompanied by 
any additional copies of the documents set out 
in subregulation (1) that the relevant building 
surveyor reasonably requires. 
 
26 Application for permit to demolish or remove 
building 
 
(1) An application for a building permit to demolish 
or remove a building must be accompanied by the 
following— 
 
(a) a copy of any planning permit relating to the 
proposed building work to which the permit 
application applies; 
 
(b) an outline and a description of the building 
or part of the building to be demolished or 
removed; 
 
(c) an allotment plan showing the location of— 
 
(i) the building in relation to the 
boundaries of the allotment and 
adjoining buildings; and 
 
(ii) other buildings on the allotment; and 
 
(iii) streets, footpaths or crossings adjoining 
the allotment; 
 
(d) if only a part of the building is to be 
demolished or removed, computations or 
other information to show that the remainder 
of the building will comply with the Act and 
these Regulations either as it remains after 
the proposed demolition or removal takes 
place or after other works are undertaken; 
 
(e) information showing the position and 
description of hoardings, allotment 
boundaries, barricades, temporary crossings, 
protective awnings and outriggers;"
Part 4—Building permits,Division 2—Applications for building permits,,27,Exemption from application requirements for certain building work,44,44,Part 4—Building permits > Division 2—Applications for building permits > 27,Clause,
Part 4—Building permits,Division 2—Applications for building permits,,28,Application for permit where swimming pool or spa proposed,44,45,Part 4—Building permits > Division 2—Applications for building permits > 28,Clause,"Authorised by the Chief Parliamentary Counsel 
Part 4—Building permits 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
28 
  
 
(f) a written description of the demolition or 
removal procedure;  
 
(g) evidence that the demolisher has the 
necessary knowledge, experience, equipment 
and storage facilities to properly conduct the 
demolition operations. 
 
(2) An application for a building permit to demolish 
or remove a building must also be accompanied 
by any additional copies of the documents set out 
in subregulation (1) that the relevant building 
surveyor reasonably requires. 
 
27 Exemption from application requirements for 
certain building work 
The relevant building surveyor may exempt 
an application for a building permit in respect 
of building work from any requirement under 
regulation 25 or 26 which the relevant building 
surveyor considers is not required to demonstrate 
that the building work will comply with the Act 
and these Regulations. 
 
28 Application for permit where swimming pool or spa 
proposed 
An application for a building permit to construct 
